age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,ID
39,admin.,married,high.school,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,b3ec73f0
37,technician,single,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,8dc60997
36,technician,married,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,8e2b6b62
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,76df6839
50,admin.,married,high.school,no,no,no,cellular,jul,wed,3,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes,8a152b7b
36,technician,married,high.school,no,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no,c6abeca2
41,self-employed,single,university.degree,no,yes,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,aba6f820
30,technician,married,high.school,no,no,no,cellular,jul,fri,26,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,60fec66f
57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,no,03faedbb
34,technician,single,professional.course,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,c88a92b6
47,services,married,high.school,unknown,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,69c7a9fc
37,technician,single,professional.course,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,a1e5a2ad
29,services,single,high.school,no,no,no,cellular,jun,wed,6,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,no,1941cb3c
50,services,married,basic.6y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,c175932e
35,services,single,high.school,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,c7d09c6b
41,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,980698bd
41,technician,single,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,30452993
58,services,married,basic.6y,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,3dd56439
56,self-employed,married,basic.9y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,258e9332
39,admin.,married,university.degree,no,no,no,telephone,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,ee0c0163
54,technician,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,98142f6d
54,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,6ae9c4fa
50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,a2d48146
31,management,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,ae684edb
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,no,c6281a39
39,housemaid,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,04e1dac6
51,services,married,basic.6y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes,7ee749b6
33,management,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,2577178b
48,admin.,married,high.school,unknown,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,a4775cd9
40,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,b164d80d
34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0c088c07
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,dde332fc
51,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,1,3,7,success,-1.1,94.767,-50.8,1.049,4963.6,no,047351c1
32,admin.,married,basic.9y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,19ac6d19
34,entrepreneur,married,basic.6y,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes,75ded530
46,technician,married,professional.course,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,299a5ca8
37,admin.,married,university.degree,no,yes,no,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,191062a2
33,admin.,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,82fe6691
54,services,married,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,5b3adaad
27,admin.,single,basic.6y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,d5826559
29,management,single,high.school,no,no,yes,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,93ef6b64
38,technician,single,university.degree,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,b5ccd958
57,management,married,university.degree,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,64f5cb01
31,services,single,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,2ea4cf17
37,entrepreneur,single,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,4e761261
29,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,67c35c1e
29,admin.,single,university.degree,no,no,no,cellular,nov,fri,1,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,836c2f3e
30,technician,single,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,1f09fa71
32,services,married,high.school,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,df2d5edd
65,retired,married,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,670e5ee1
37,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,1866fb6e
28,services,single,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,e4a21086
29,admin.,single,university.degree,no,no,yes,telephone,may,tue,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,46f5dbdd
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,67a36a5a
31,self-employed,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,1de5fc48
42,self-employed,married,university.degree,no,no,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,e46c3569
27,services,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3b60b9de
48,services,married,high.school,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,c7d02f09
28,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,ada229fe
34,blue-collar,married,professional.course,no,unknown,unknown,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,c6dbb659
48,technician,divorced,high.school,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes,5263cc53
33,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,99b60e67
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,7c1e254b
32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,40aed322
27,admin.,married,high.school,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,f1862a8e
38,entrepreneur,married,professional.course,no,no,no,cellular,may,mon,5,3,2,success,-1.8,93.876,-40.0,0.682,5008.7,no,2d49ddbd
44,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,af6216d0
35,technician,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,4ee0e6e4
35,management,married,university.degree,unknown,no,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,e6079b03
38,self-employed,married,basic.9y,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,b032a9f0
44,technician,married,professional.course,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,efb7be44
43,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,d7b27128
33,management,single,university.degree,no,yes,no,cellular,jun,wed,2,999,3,failure,-1.7,94.055,-39.8,0.739,4991.6,no,cb6dffd8
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,fdecc9f9
41,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0e96e58e
50,self-employed,married,high.school,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,06153b2d
38,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,c264905b
28,admin.,single,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,918e646c
31,admin.,married,university.degree,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0118babe
27,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,e2bea974
32,admin.,single,university.degree,no,yes,no,telephone,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.728,5017.5,no,7564ddb4
38,services,married,high.school,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,761d802f
26,technician,single,professional.course,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,a8fe6b21
34,management,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,5aac7a44
30,technician,single,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,b5f91b25
35,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,f5fe2587
43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,93838c88
51,management,married,unknown,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,e3a19d13
31,admin.,single,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,b86630e3
53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,8b59b302
39,technician,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes,d97402a6
32,services,single,university.degree,no,yes,no,cellular,oct,fri,2,999,2,failure,-1.1,94.601,-49.5,0.972,4963.6,no,7cbb0c01
57,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,ba8cde4e
30,management,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,89d2e1bf
44,blue-collar,married,basic.6y,no,no,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,dffd4a3f
28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,c633762e
55,unknown,married,unknown,unknown,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,9bc48751
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,74acb351
45,services,married,professional.course,no,unknown,unknown,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,282a169f
42,self-employed,married,basic.6y,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,87272074
53,entrepreneur,divorced,university.degree,no,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,3c400616
42,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,6b664cd3
36,technician,married,university.degree,no,yes,yes,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,5a32b24c
40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,74f0ace4
38,technician,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,092b3a92
37,admin.,married,high.school,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3a82a8fa
29,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,cf598a64
32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,cb4d5d32
35,services,single,basic.9y,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,b4905262
39,housemaid,married,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,376f8a0d
